eventID,eventTime,companyID,deviceID,eventDetail,deviceType,deviceDN
209775752,2/22/2019 21:58:47,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
209798283,2/22/2019 22:54:44,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
209824123,2/22/2019 22:59:42,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
209845671,2/22/2019 23:55:39,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
209867687,2/22/2019 23:59:22,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
209891451,2/23/2019 00:55:19,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
209913750,2/23/2019 00:59:02,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
209935884,2/23/2019 02:30:16,522,91538,塑料注射成型机已离线,MA2500Ⅱ/1000,051900000000008A
209959125,2/23/2019 02:31:18,522,91538,塑料注射成型机已离线,MA2500Ⅱ/1000,051900000000008A
210128712,2/23/2019 02:42:13,522,91538,塑料注射成型机已上线,MA2500Ⅱ/1000,051900000000008A
210132197,2/23/2019 02:54:39,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
210156785,2/23/2019 02:59:38,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
210179484,2/23/2019 03:55:34,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
210201597,2/23/2019 03:59:18,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
210224358,2/23/2019 04:55:14,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
210246563,2/23/2019 04:58:58,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
210269124,2/23/2019 05:54:55,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
210291385,2/23/2019 05:58:39,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
210315247,2/23/2019 06:54:35,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
210339783,2/23/2019 06:59:34,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
210362500,2/23/2019 07:55:30,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
210384685,2/23/2019 07:59:14,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
210407596,2/23/2019 08:55:11,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
210429612,2/23/2019 08:58:54,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
210452328,2/23/2019 09:54:51,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
210474402,2/23/2019 09:58:35,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
210497229,2/23/2019 10:54:32,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
210521739,2/23/2019 10:59:30,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
210544464,2/23/2019 11:55:26,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
210566900,2/23/2019 11:59:10,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
210589394,2/23/2019 12:55:07,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
210611744,2/23/2019 12:58:51,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
210634227,2/23/2019 13:54:47,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
210656516,2/23/2019 13:58:31,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
210682751,2/23/2019 14:55:42,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
210703710,2/23/2019 14:59:26,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
210726372,2/23/2019 15:55:23,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
210748732,2/23/2019 15:59:06,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
210771389,2/23/2019 16:55:03,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
210793605,2/23/2019 16:58:47,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
210816252,2/23/2019 17:54:44,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
210842428,2/23/2019 17:59:42,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
210863453,2/23/2019 18:55:39,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
210885692,2/23/2019 18:59:22,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
210908256,2/23/2019 19:55:19,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
210930698,2/23/2019 19:59:03,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
210953275,2/23/2019 20:54:59,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
210975526,2/23/2019 20:58:43,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
210998131,2/23/2019 21:54:40,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
211022639,2/23/2019 21:59:38,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
211045667,2/23/2019 22:55:35,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
211067520,2/23/2019 22:59:18,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
211090205,2/23/2019 23:55:15,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
211112396,2/23/2019 23:58:59,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
211136311,2/24/2019 00:54:55,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
211158395,2/24/2019 00:58:39,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
211181091,2/24/2019 01:54:36,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
211205709,2/24/2019 01:59:34,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
211228294,2/24/2019 02:55:31,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
211250447,2/24/2019 02:59:15,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
211273196,2/24/2019 03:55:11,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
211295376,2/24/2019 03:58:55,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
211318027,2/24/2019 04:54:51,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
211340250,2/24/2019 04:58:35,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
211362856,2/24/2019 05:54:32,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
211387492,2/24/2019 05:59:30,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
211411123,2/24/2019 06:55:27,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
211433500,2/24/2019 06:59:11,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
211456116,2/24/2019 07:55:07,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
211478358,2/24/2019 07:58:51,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
211500913,2/24/2019 08:54:47,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
211523168,2/24/2019 08:58:31,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
211549208,2/24/2019 09:55:42,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
211570484,2/24/2019 09:59:26,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
211593042,2/24/2019 10:55:23,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
211615432,2/24/2019 10:59:07,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
211638079,2/24/2019 11:55:03,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
211660240,2/24/2019 11:58:47,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
211682917,2/24/2019 12:54:44,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
211708750,2/24/2019 12:59:42,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
211730411,2/24/2019 13:55:39,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
211752368,2/24/2019 13:59:22,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
211774957,2/24/2019 14:55:19,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
211797300,2/24/2019 14:59:03,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
211819993,2/24/2019 15:55:00,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
211842169,2/24/2019 15:58:43,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
211864955,2/24/2019 16:54:40,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
211889404,2/24/2019 16:59:38,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
211912204,2/24/2019 17:55:35,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
211934238,2/24/2019 17:59:19,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
211957018,2/24/2019 18:55:15,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
211979158,2/24/2019 18:58:59,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
212001883,2/24/2019 19:54:56,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
212023950,2/24/2019 19:58:40,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
212046719,2/24/2019 20:54:36,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
212071568,2/24/2019 20:59:35,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
212094002,2/24/2019 21:55:31,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
212116194,2/24/2019 21:59:15,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
212138939,2/24/2019 22:55:12,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
212161127,2/24/2019 22:58:55,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
212183773,2/24/2019 23:54:52,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
212206030,2/24/2019 23:58:36,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
212229622,2/25/2019 00:54:32,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
212254180,2/25/2019 00:59:31,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
212269577,2/25/2019 01:12:19,522,91538,塑料注射成型机已离线,MA2500Ⅱ/1000,051900000000008A
212306627,2/25/2019 01:10:42,522,91538,塑料注射成型机已上线,MA2500Ⅱ/1000,051900000000008A
212315427,2/25/2019 01:55:27,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
212337743,2/25/2019 01:59:11,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
212360427,2/25/2019 02:55:08,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
212382652,2/25/2019 02:58:52,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
212405216,2/25/2019 03:54:48,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
212427443,2/25/2019 03:58:32,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
212452435,2/25/2019 04:55:43,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
212474636,2/25/2019 04:59:27,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
212497273,2/25/2019 05:55:24,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
212519572,2/25/2019 05:59:07,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
212543273,2/25/2019 06:55:04,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
212565518,2/25/2019 06:58:48,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
212588263,2/25/2019 07:54:45,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
212614075,2/25/2019 07:59:43,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
212635848,2/25/2019 08:55:39,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
212657686,2/25/2019 08:59:23,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
212680312,2/25/2019 09:55:20,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
212702702,2/25/2019 09:59:03,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
212725440,2/25/2019 10:55:00,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
212747545,2/25/2019 10:58:44,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
212770247,2/25/2019 11:54:41,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
212794677,2/25/2019 11:59:39,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
212817543,2/25/2019 12:55:36,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
212839528,2/25/2019 12:59:20,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
212862392,2/25/2019 13:55:16,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
212884527,2/25/2019 13:59:00,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
212907314,2/25/2019 14:54:56,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
212929566,2/25/2019 14:58:40,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
212952149,2/25/2019 15:54:37,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
212977008,2/25/2019 15:59:35,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
212999411,2/25/2019 16:55:32,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
213021677,2/25/2019 16:59:16,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
213044438,2/25/2019 17:55:12,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
213066675,2/25/2019 17:58:56,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
213089363,2/25/2019 18:54:52,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
213111597,2/25/2019 18:58:36,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
213134104,2/25/2019 19:54:33,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
213158831,2/25/2019 19:59:31,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
213181294,2/25/2019 20:55:28,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
213203759,2/25/2019 20:59:12,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
213226363,2/25/2019 21:55:08,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
213248519,2/25/2019 21:58:52,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
213271096,2/25/2019 22:54:49,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
213293399,2/25/2019 22:58:32,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
213316037,2/25/2019 23:54:29,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
213340637,2/25/2019 23:59:27,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
213364201,2/26/2019 00:55:24,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
213386631,2/26/2019 00:59:08,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
213398911,2/26/2019 01:09:19,522,91538,塑料注射成型机已离线,MA2500Ⅱ/1000,051900000000008A
213403883,2/26/2019 01:13:34,522,91538,塑料注射成型机已离线,MA2500Ⅱ/1000,051900000000008A
213441254,2/26/2019 01:11:34,522,91538,塑料注射成型机已上线,MA2500Ⅱ/1000,051900000000008A
213442570,2/26/2019 01:55:05,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
213464709,2/26/2019 01:58:48,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
213487516,2/26/2019 02:54:45,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
213509626,2/26/2019 02:58:29,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
213536503,2/26/2019 03:55:40,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
213556822,2/26/2019 03:59:24,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
213579520,2/26/2019 04:55:20,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
213601692,2/26/2019 04:59:04,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
213624449,2/26/2019 05:55:01,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
213646645,2/26/2019 05:58:45,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
213670323,2/26/2019 06:54:41,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
213694979,2/26/2019 06:59:40,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
213717720,2/26/2019 07:55:36,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
213739859,2/26/2019 07:59:20,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
213762467,2/26/2019 08:55:17,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
213784868,2/26/2019 08:59:00,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
213807428,2/26/2019 09:54:57,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
213829676,2/26/2019 09:58:41,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
213852296,2/26/2019 10:54:37,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
213877052,2/26/2019 10:59:36,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
213899530,2/26/2019 11:55:32,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
213921745,2/26/2019 11:59:16,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
213944398,2/26/2019 12:55:13,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
213966738,2/26/2019 12:58:56,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
213989355,2/26/2019 13:54:53,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
214011609,2/26/2019 13:58:37,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
214034174,2/26/2019 14:54:34,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
214058841,2/26/2019 14:59:32,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
214081399,2/26/2019 15:55:29,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
214103689,2/26/2019 15:59:12,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
214126444,2/26/2019 16:55:09,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
214148617,2/26/2019 16:58:53,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
214172259,2/26/2019 17:54:56,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
214193856,2/26/2019 17:58:40,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
214227722,2/26/2019 18:28:52,522,91538,塑料注射成型机已离线,MA2500Ⅱ/1000,051900000000008A
214258586,2/26/2019 18:28:37,522,91538,塑料注射成型机已上线,MA2500Ⅱ/1000,051900000000008A
214271140,2/26/2019 18:39:09,522,91538,塑料注射成型机已离线,MA2500Ⅱ/1000,051900000000008A
214280133,2/26/2019 18:39:58,522,91538,塑料注射成型机已离线,MA2500Ⅱ/1000,051900000000008A
214298473,2/26/2019 18:40:05,522,91538,塑料注射成型机已上线,MA2500Ⅱ/1000,051900000000008A
214313022,2/26/2019 18:55:08,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
214335602,2/26/2019 18:58:52,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
214358220,2/26/2019 19:55:02,522,91538,塑料注射成型机发生故障,MA2500Ⅱ/1000,051900000000008A
214380567,2/26/2019 19:58:45,522,91538,塑料注射成型机恢复正常,MA2500Ⅱ/1000,051900000000008A
214409968,2/26/2019 20:26:58,522,91538,塑料注射成型机已离线,MA2500Ⅱ/1000,051900000000008A
208827999,2/19/2019 20:54:53,522,91539,塑料注射成型机1发生故障,MA900/260,051900000000008B
208850312,2/19/2019 20:58:37,522,91539,塑料注射成型机1恢复正常,MA900/260,051900000000008B
208872840,2/19/2019 21:54:34,522,91539,塑料注射成型机1发生故障,MA900/260,051900000000008B
208897558,2/19/2019 21:59:32,522,91539,塑料注射成型机1恢复正常,MA900/260,051900000000008B
208920131,2/19/2019 22:55:29,522,91539,塑料注射成型机1发生故障,MA900/260,051900000000008B
208942422,2/19/2019 22:59:13,522,91539,塑料注射成型机1恢复正常,MA900/260,051900000000008B
208965075,2/19/2019 23:55:09,522,91539,塑料注射成型机1发生故障,MA900/260,051900000000008B
208987293,2/19/2019 23:58:53,522,91539,塑料注射成型机1恢复正常,MA900/260,051900000000008B
209010897,2/20/2019 00:54:50,522,91539,塑料注射成型机1发生故障,MA900/260,051900000000008B
209033162,2/20/2019 00:58:33,522,91539,塑料注射成型机1恢复正常,MA900/260,051900000000008B
209056335,2/20/2019 06:44:36,522,91539,塑料注射成型机1已离线,MA900/260,051900000000008B
209079715,2/20/2019 06:48:57,522,91539,塑料注射成型机1已离线,MA900/260,051900000000008B
209323735,2/22/2019 12:28:10,522,91539,塑料注射成型机1已上线,MA900/260,051900000000008B
209344708,2/22/2019 12:55:31,522,91539,塑料注射成型机1发生故障,MA900/260,051900000000008B
209366943,2/22/2019 12:59:14,522,91539,塑料注射成型机1恢复正常,MA900/260,051900000000008B
209389770,2/22/2019 13:55:11,522,91539,塑料注射成型机1发生故障,MA900/260,051900000000008B
